id,project_id,statusid,fetchtime,creationtime,timezone,userscreenname,userid,username,userlocation,userlang,text,lang,retweet,inreplytostatusid,inreplytouserid,inreplytoscreenname,placeid,placename,placefullname,placetype,placeuri,placecountry,placecountrycode,placestreetaddress,placeboundingbox,placeboundingboxswlat,placeboundingboxswlon,placeboundingboxnelat,placeboundingboxnelon,placeboundingboxtype,point,lat,lon,mediaid,mediatext,mediaurihttp,mediaurihttps,mediatype,medianormaluri,mediadisplayuri,mediaexpandeduri,mediasizes,mediacontenttype,mediacontentlength,mediaextension,mediawidth,mediaheight
143772,helpdesk_dkijakarta,755386297452204033,2016-07-23 13:38:37.014-04,2016-07-19 08:58:22-04,+07:00,mudha_satriya,498272759,Satriya Mudha,"ÜT: -7.6492,111.04366",en,RT @OfficialiNewsTV: Devie Rachmawati : Pemerintah harus cari solusi tingkat kemiskinan di Jakarta. #TTIN | @basuki_btp @DKIJakarta https:/…,id,t,,,,,,,,,,,,,,,,,,,,,755382368366505985,https://t.co/5UUXiljRYs,http://pbs.twimg.com/media/CnuoQwgUMAEaz37.jpg,https://pbs.twimg.com/media/CnuoQwgUMAEaz37.jpg,photo,https://t.co/5UUXiljRYs,pic.twitter.com/5UUXiljRYs,http://twitter.com/OfficialiNewsTV/status/755382388515938309/photo/1,"{""0"":{""width"":150,""height"":150,""resize"":101},""1"":{""width"":423,""height"":235,""resize"":100},""2"":{""width"":423,""height"":235,""resize"":100},""3"":{""width"":423,""height"":235,""resize"":100}}",image/jpeg,24924,jpg,423,235
143771,helpdesk_dkijakarta,755386404058705920,2016-07-23 13:38:37.014-04,2016-07-19 08:58:47-04,+07:00,OfficialiNewsTV,375995332,iNewsTV,MNC News Center Lt. 7,en,.@IkhsanModjo : Hidup di Jakarta butuh keterampilan. #TTIN | @DKIJakarta https://t.co/Rbw4QBBClo,id,f,,,,,,,,,,,,,,,,,,,,,755386360484155392,https://t.co/Rbw4QBBClo,http://pbs.twimg.com/media/Cnur5ITVUAAo20V.jpg,https://pbs.twimg.com/media/Cnur5ITVUAAo20V.jpg,photo,https://t.co/Rbw4QBBClo,pic.twitter.com/Rbw4QBBClo,http://twitter.com/OfficialiNewsTV/status/755386404058705920/photo/1,"{""0"":{""width"":150,""height"":150,""resize"":101},""1"":{""width"":435,""height"":245,""resize"":100},""2"":{""width"":435,""height"":245,""resize"":100},""3"":{""width"":435,""height"":245,""resize"":100}}",image/jpeg,23312,jpg,435,245
143770,helpdesk_dkijakarta,755386474804056064,2016-07-23 13:38:37.014-04,2016-07-19 08:59:04-04,+07:00,YoshuaC,1224068652,yoshua consuello,Indonesia,id,RT @OfficialiNewsTV: Devie Rachmawati : Pemerintah harus cari solusi tingkat kemiskinan di Jakarta. #TTIN | @basuki_btp @DKIJakarta https:/…,id,t,,,,,,,,,,,,,,,,,,,,,755382368366505985,https://t.co/5UUXiljRYs,http://pbs.twimg.com/media/CnuoQwgUMAEaz37.jpg,https://pbs.twimg.com/media/CnuoQwgUMAEaz37.jpg,photo,https://t.co/5UUXiljRYs,pic.twitter.com/5UUXiljRYs,http://twitter.com/OfficialiNewsTV/status/755382388515938309/photo/1,"{""0"":{""width"":150,""height"":150,""resize"":101},""1"":{""width"":423,""height"":235,""resize"":100},""2"":{""width"":423,""height"":235,""resize"":100},""3"":{""width"":423,""height"":235,""resize"":100}}",image/jpeg,24924,jpg,423,235
143769,helpdesk_dkijakarta,755386675795070977,2016-07-23 13:38:37.014-04,2016-07-19 08:59:52-04,,patimojopahit,923439529,Gajah Mada,On Air In Mojopahit,id,RT @OfficialiNewsTV: .@IkhsanModjo : Hidup di Jakarta butuh keterampilan. #TTIN | @DKIJakarta https://t.co/Rbw4QBBClo,id,t,,,,,,,,,,,,,,,,,,,,,755386360484155392,https://t.co/Rbw4QBBClo,http://pbs.twimg.com/media/Cnur5ITVUAAo20V.jpg,https://pbs.twimg.com/media/Cnur5ITVUAAo20V.jpg,photo,https://t.co/Rbw4QBBClo,pic.twitter.com/Rbw4QBBClo,http://twitter.com/OfficialiNewsTV/status/755386404058705920/photo/1,"{""0"":{""width"":150,""height"":150,""resize"":101},""1"":{""width"":435,""height"":245,""resize"":100},""2"":{""width"":435,""height"":245,""resize"":100},""3"":{""width"":435,""height"":245,""resize"":100}}",image/jpeg,23312,jpg,435,245
143768,helpdesk_dkijakarta,755387739281854464,2016-07-23 13:38:37.014-04,2016-07-19 09:04:06-04,+07:00,okezonenews,47274731,Okezone,Jakarta,en,RT @OfficialiNewsTV: .@IkhsanModjo : Hidup di Jakarta butuh keterampilan. #TTIN | @DKIJakarta https://t.co/Rbw4QBBClo,id,t,,,,,,,,,,,,,,,,,,,,,755386360484155392,https://t.co/Rbw4QBBClo,http://pbs.twimg.com/media/Cnur5ITVUAAo20V.jpg,https://pbs.twimg.com/media/Cnur5ITVUAAo20V.jpg,photo,https://t.co/Rbw4QBBClo,pic.twitter.com/Rbw4QBBClo,http://twitter.com/OfficialiNewsTV/status/755386404058705920/photo/1,"{""0"":{""width"":150,""height"":150,""resize"":101},""1"":{""width"":435,""height"":245,""resize"":100},""2"":{""width"":435,""height"":245,""resize"":100},""3"":{""width"":435,""height"":245,""resize"":100}}",image/jpeg,23312,jpg,435,245
143767,helpdesk_dkijakarta,755387739483189248,2016-07-23 13:38:37.014-04,2016-07-19 09:04:06-04,,senasurya53,4853367745,sena surya,"",en,@OfficialiNewsTV @DKIJakarta @basuki_btp MAKSUD LO PELIHARA KEKUMUHAN?LESTARIKAN KEMISKINAN?SADAR!!TAHU BEDA PENGORBANAN DG MENGORBANKAN?,id,f,755385556406718465,375995332,OfficialiNewsTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143766,helpdesk_dkijakarta,755387788481081345,2016-07-23 13:38:37.014-04,2016-07-19 09:04:17-04,+07:00,SindotrijayaFM,88593647,104.6 SindotrijayaFM,Jakarta,en,RT @OfficialiNewsTV: .@IkhsanModjo : Hidup di Jakarta butuh keterampilan. #TTIN | @DKIJakarta https://t.co/Rbw4QBBClo,id,t,,,,,,,,,,,,,,,,,,,,,755386360484155392,https://t.co/Rbw4QBBClo,http://pbs.twimg.com/media/Cnur5ITVUAAo20V.jpg,https://pbs.twimg.com/media/Cnur5ITVUAAo20V.jpg,photo,https://t.co/Rbw4QBBClo,pic.twitter.com/Rbw4QBBClo,http://twitter.com/OfficialiNewsTV/status/755386404058705920/photo/1,"{""0"":{""width"":150,""height"":150,""resize"":101},""1"":{""width"":435,""height"":245,""resize"":100},""2"":{""width"":435,""height"":245,""resize"":100},""3"":{""width"":435,""height"":245,""resize"":100}}",image/jpeg,23312,jpg,435,245
143765,helpdesk_dkijakarta,755387867870867456,2016-07-23 13:38:37.014-04,2016-07-19 09:04:36-04,+07:00,SindotrijayaFM,88593647,104.6 SindotrijayaFM,Jakarta,en,RT @OfficialiNewsTV: Gugun Muhammad : Pengentasan kemiskinan bukan menghilangkan orang alias menggusur. #TTIN | @DKIJakarta https://t.co/oT…,id,t,,,,,,,,,,,,,,,,,,,,,755385385773957120,https://t.co/oTmmLEluyY,http://pbs.twimg.com/media/CnurAZOUAAAOs7V.jpg,https://pbs.twimg.com/media/CnurAZOUAAAOs7V.jpg,photo,https://t.co/oTmmLEluyY,pic.twitter.com/oTmmLEluyY,http://twitter.com/OfficialiNewsTV/status/755385556406718465/photo/1,"{""0"":{""width"":150,""height"":150,""resize"":101},""1"":{""width"":419,""height"":241,""resize"":100},""2"":{""width"":419,""height"":241,""resize"":100},""3"":{""width"":419,""height"":241,""resize"":100}}",image/jpeg,24191,jpg,419,241
143764,helpdesk_dkijakarta,755387889911930882,2016-07-23 13:38:37.014-04,2016-07-19 09:04:42-04,+07:00,okezonenews,47274731,Okezone,Jakarta,en,RT @OfficialiNewsTV: Gugun Muhammad : Pengentasan kemiskinan bukan menghilangkan orang alias menggusur. #TTIN | @DKIJakarta https://t.co/oT…,id,t,,,,,,,,,,,,,,,,,,,,,755385385773957120,https://t.co/oTmmLEluyY,http://pbs.twimg.com/media/CnurAZOUAAAOs7V.jpg,https://pbs.twimg.com/media/CnurAZOUAAAOs7V.jpg,photo,https://t.co/oTmmLEluyY,pic.twitter.com/oTmmLEluyY,http://twitter.com/OfficialiNewsTV/status/755385556406718465/photo/1,"{""0"":{""width"":150,""height"":150,""resize"":101},""1"":{""width"":419,""height"":241,""resize"":100},""2"":{""width"":419,""height"":241,""resize"":100},""3"":{""width"":419,""height"":241,""resize"":100}}",image/jpeg,24191,jpg,419,241
143763,helpdesk_dkijakarta,755387891514081282,2016-07-23 13:38:37.014-04,2016-07-19 09:04:42-04,+07:00,SindotrijayaFM,88593647,104.6 SindotrijayaFM,Jakarta,en,RT @OfficialiNewsTV: Urbanisasi dinilai meningkatkan kemiskinan. #TTIN | @DKIJakarta https://t.co/vkXrDFTUNp,id,t,,,,,,,,,,,,,,,,,,,,,755384891668168704,https://t.co/vkXrDFTUNp,http://pbs.twimg.com/media/CnuqjoiUAAAPcnS.jpg,https://pbs.twimg.com/media/CnuqjoiUAAAPcnS.jpg,photo,https://t.co/vkXrDFTUNp,pic.twitter.com/vkXrDFTUNp,http://twitter.com/OfficialiNewsTV/status/755385088695685121/photo/1,"{""0"":{""width"":150,""height"":150,""resize"":101},""1"":{""width"":419,""height"":235,""resize"":100},""2"":{""width"":419,""height"":235,""resize"":100},""3"":{""width"":419,""height"":235,""resize"":100}}",image/jpeg,29510,jpg,419,235
143762,helpdesk_dkijakarta,755387930340790272,2016-07-23 13:38:37.014-04,2016-07-19 09:04:51-04,+07:00,okezonenews,47274731,Okezone,Jakarta,en,RT @OfficialiNewsTV: Urbanisasi dinilai meningkatkan kemiskinan. #TTIN | @DKIJakarta https://t.co/vkXrDFTUNp,id,t,,,,,,,,,,,,,,,,,,,,,755384891668168704,https://t.co/vkXrDFTUNp,http://pbs.twimg.com/media/CnuqjoiUAAAPcnS.jpg,https://pbs.twimg.com/media/CnuqjoiUAAAPcnS.jpg,photo,https://t.co/vkXrDFTUNp,pic.twitter.com/vkXrDFTUNp,http://twitter.com/OfficialiNewsTV/status/755385088695685121/photo/1,"{""0"":{""width"":150,""height"":150,""resize"":101},""1"":{""width"":419,""height"":235,""resize"":100},""2"":{""width"":419,""height"":235,""resize"":100},""3"":{""width"":419,""height"":235,""resize"":100}}",image/jpeg,29510,jpg,419,235
143761,helpdesk_dkijakarta,755389036215152641,2016-07-23 13:38:37.014-04,2016-07-19 09:09:15-04,,MarihotMNaingg2,704160975457427456,Marihot M Nainggolan,"",id,@OfficialiNewsTV @okezonenews @IkhsanModjo @DKIJakarta Buka lowongan gembala ternak lahan disiapkan Nenteri Fery tinggal adakan bibit ternak,id,f,755379489782181888,375995332,OfficialiNewsTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143760,helpdesk_dkijakarta,755389392559087616,2016-07-23 13:38:37.014-04,2016-07-19 09:10:40-04,,gunawan_eff8,717223778577612801,gunawan,"DKI Jakarta, Indonesia",id,RT @JSCLounge: Upaya Pemerintah Provinsi @DKIJakarta Untuk Melakukan Normalisasi Sungai #SmartEnvironment  https://t.co/CW7W4SdDsn https://…,id,t,,,,,,,,,,,,,,,,,,,,,755324659617247232,https://t.co/PHKA6XSIHc,http://pbs.twimg.com/media/CntzxqqUMAAdEXU.jpg,https://pbs.twimg.com/media/CntzxqqUMAAdEXU.jpg,photo,https://t.co/PHKA6XSIHc,pic.twitter.com/PHKA6XSIHc,http://twitter.com/JSCLounge/status/755379433842716672/photo/1,"{""0"":{""width"":150,""height"":150,""resize"":101},""1"":{""width"":680,""height"":481,""resize"":100},""2"":{""width"":1200,""height"":848,""resize"":100},""3"":{""width"":1754,""height"":1240,""resize"":100}}",image/jpeg,231420,jpg,1754,1240
143759,helpdesk_dkijakarta,755394857003134979,2016-07-23 13:38:37.014-04,2016-07-19 09:32:23-04,,Hafidahnuraziz1,755338109462601728,Hafidahnurazizah,"Banyuwangi, Indonesia",id,RT @DKIJakarta: Tidak tahu ke mana harus melaporkan permasalahan di Jakarta? Berikut 7 kanal pengaduan resmi https://t.co/PSMw1bub3Y,id,t,,,,,,,,,,,,,,,,,,,,,754890037494374400,https://t.co/PSMw1bub3Y,http://pbs.twimg.com/media/CnnofVFVYAAkrTK.jpg,https://pbs.twimg.com/media/CnnofVFVYAAkrTK.jpg,photo,https://t.co/PSMw1bub3Y,pic.twitter.com/PSMw1bub3Y,http://twitter.com/DKIJakarta/status/755233969944207360/photo/1,"{""0"":{""width"":150,""height"":150,""resize"":101},""1"":{""width"":680,""height"":383,""resize"":100},""2"":{""width"":1024,""height"":576,""resize"":100},""3"":{""width"":1024,""height"":576,""resize"":100}}",image/jpeg,53207,jpg,1024,576
143758,helpdesk_dkijakarta,755395068790398976,2016-07-23 13:38:37.014-04,2016-07-19 09:33:13-04,+07:00,Taufikkobandaha,174561924,Taufik Kobandaha,"Jakarta, Indonesia",id,Wah bener nih?@DKIJakarta @basuki_btp https://t.co/emp5EGside,id,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143757,helpdesk_dkijakarta,755398414507003904,2016-07-23 13:38:37.014-04,2016-07-19 09:46:31-04,-07:00,OpenGovIndo,348853018,OpenGov Indonesia,Indonesia,en,"@josephpowell, Deputi CEO @opengovpart bertemu dengan gubernur @DKIJakarta @basuki_btp di Pendopo Kntr Gubernur https://t.co/cZW9WSGqwH",id,f,,20379080,josephpowell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143756,helpdesk_dkijakarta,755400396412116992,2016-07-23 13:38:37.014-04,2016-07-19 09:54:23-04,,virza1,168584217,Virza Sasmitawidjaja,"",en,"""@kompascom: Melihat Kehidupan ""Manusia Pipa"" di Jakarta. https://t.co/V3e7QKyOnM"" @basuki_btp @BeritaJakarta @DKIJakarta",id,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143755,helpdesk_dkijakarta,755402366124384256,2016-07-23 13:38:37.014-04,2016-07-19 10:02:13-04,,Aswintripang,1354804802,Nusantara Kasih,God blessing U all,id,"Salut! Siapa tahu kedepan ada juga di ibukota/nusantara tercinta ini @DKIJakarta 😊😊😊 (The gate tower. Osaka,Jepang) https://t.co/ive9Wf8Cwr",id,f,,,,,,,,,,,,,,,,,,,,,755402346545319937,https://t.co/ive9Wf8Cwr,http://pbs.twimg.com/media/Cnu6bpBUkAErgvV.jpg,https://pbs.twimg.com/media/Cnu6bpBUkAErgvV.jpg,photo,https://t.co/ive9Wf8Cwr,pic.twitter.com/ive9Wf8Cwr,http://twitter.com/Aswintripang/status/755402366124384256/photo/1,"{""0"":{""width"":150,""height"":150,""resize"":101},""1"":{""width"":458,""height"":680,""resize"":100},""2"":{""width"":720,""height"":1069,""resize"":100},""3"":{""width"":720,""height"":1069,""resize"":100}}",image/jpeg,63465,jpg,720,1069
143754,helpdesk_dkijakarta,755405271950725120,2016-07-23 13:38:37.014-04,2016-07-19 10:13:46-04,+07:00,Komaini_ahmad24,104371336,Ahmad Komaini,"Tebet, Indonesia",id,RT @JSCLounge: Upaya Pemerintah Provinsi @DKIJakarta Untuk Melakukan Normalisasi Sungai #SmartEnvironment  https://t.co/CW7W4SdDsn https://…,id,t,,,,,,,,,,,,,,,,,,,,,755324659617247232,https://t.co/PHKA6XSIHc,http://pbs.twimg.com/media/CntzxqqUMAAdEXU.jpg,https://pbs.twimg.com/media/CntzxqqUMAAdEXU.jpg,photo,https://t.co/PHKA6XSIHc,pic.twitter.com/PHKA6XSIHc,http://twitter.com/JSCLounge/status/755379433842716672/photo/1,"{""0"":{""width"":150,""height"":150,""resize"":101},""1"":{""width"":680,""height"":481,""resize"":100},""2"":{""width"":1200,""height"":848,""resize"":100},""3"":{""width"":1754,""height"":1240,""resize"":100}}",image/jpeg,231420,jpg,1754,1240
143753,helpdesk_dkijakarta,755408153815109632,2016-07-23 13:38:37.014-04,2016-07-19 10:25:13-04,-07:00,odingboy,49739623,Oding,DKI Jakarta,en,"BREAKING NEWS : @DKIJakarta @DinsosDKI1 Komjen Budi Waseso: 30 Ton Sabu dari China Lolos Masuk ke Indonesia https://t.co/hgkneQqJu0…",id,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143752,helpdesk_dkijakarta,755411482259488768,2016-07-23 13:38:37.014-04,2016-07-19 10:38:26-04,+07:00,whynu9,1266904566,Wahyu Nugroho,INDONESIA,en,https://t.co/v5Lo1Zt2th dosa bu! @DPCPKSJatiasih @rodja @dakta @Dakwah_Kampus @RadioElshinta @Prambors @SCTV_ @KEMENAG @DKIJakarta @CNN,tr,f,,,,8cee089b23296e32,Jatiasih,"Jatiasih, Indonesia",city,https://api.twitter.com/1.1/geo/id/8cee089b23296e32.json,Indonesia,ID,,0103000020E61000000100000005000000D68C0C7217BB5A406E6E4C4F585219C0E38DCC237FBE5A406E6E4C4F585219C0E38DCC237FBE5A402AC8CF46AE0B19C0D68C0C7217BB5A402AC8CF46AE0B19C0D68C0C7217BB5A406E6E4C4F585219C0,-6.330415,106.97651,-6.261407,106.923306,Polygon,,,,,,,,,,,,,,,,,
143751,helpdesk_dkijakarta,755414754449960960,2016-07-23 13:38:37.014-04,2016-07-19 10:51:27-04,-07:00,Jeng_ay,134443285,Ayu Lastriaty,Here and There,en,RT @DKIJakarta: Bagaimana pembatasan lalu lintas ganjil-genap di Jakarta? Berikut penjelasannya https://t.co/G06J2mM3a5,id,t,,,,,,,,,,,,,,,,,,,,,753849403991920640,https://t.co/G06J2mM3a5,http://pbs.twimg.com/media/CnY2CfMUEAAYLmc.jpg,https://pbs.twimg.com/media/CnY2CfMUEAAYLmc.jpg,photo,https://t.co/G06J2mM3a5,pic.twitter.com/G06J2mM3a5,http://twitter.com/DKIJakarta/status/753922243336425472/photo/1,"{""0"":{""width"":150,""height"":150,""resize"":101},""1"":{""width"":489,""height"":680,""resize"":100},""2"":{""width"":661,""height"":919,""resize"":100},""3"":{""width"":661,""height"":919,""resize"":100}}",image/jpeg,180327,jpg,661,919
143750,helpdesk_dkijakarta,755419470470840320,2016-07-23 13:38:37.014-04,2016-07-19 11:10:11-04,-07:00,InfoPJU,2534893849,Infopju,"",en,"TH 2016, Pengadaan di @DISPERINERGI LED 40w,90w,120w,200w dgn PJU Smart System Total Nilai Rp770.Milyar @DKIJakarta https://t.co/psN8k0S4P2",id,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143749,helpdesk_dkijakarta,755423134849781760,2016-07-23 13:38:37.014-04,2016-07-19 11:24:45-04,-07:00,IkhsanModjo,54447320,Ikhsan Modjo,"",en,RT @OfficialiNewsTV: .@IkhsanModjo : Program pemerintah menurunkan angka kemiskinan harus jelas. #TTIN | @DKIJakarta https://t.co/Wq6isTDHzs,id,t,,,,,,,,,,,,,,,,,,,,,755379304041590785,https://t.co/Wq6isTDHzs,http://pbs.twimg.com/media/CnuleZAUsAEFbRB.jpg,https://pbs.twimg.com/media/CnuleZAUsAEFbRB.jpg,photo,https://t.co/Wq6isTDHzs,pic.twitter.com/Wq6isTDHzs,http://twitter.com/OfficialiNewsTV/status/755379489782181888/photo/1,"{""0"":{""width"":150,""height"":150,""resize"":101},""1"":{""width"":423,""height"":233,""resize"":100},""2"":{""width"":423,""height"":233,""resize"":100},""3"":{""width"":423,""height"":233,""resize"":100}}",image/jpeg,27155,jpg,423,233
143748,helpdesk_dkijakarta,755424132414570496,2016-07-23 13:38:37.014-04,2016-07-19 11:28:42-04,+07:00,fahmikrisna,601495281,Fahmi Krisna,"",en,RT @OfficialiNewsTV: .@IkhsanModjo : Program pemerintah menurunkan angka kemiskinan harus jelas. #TTIN | @DKIJakarta https://t.co/Wq6isTDHzs,id,t,,,,,,,,,,,,,,,,,,,,,755379304041590785,https://t.co/Wq6isTDHzs,http://pbs.twimg.com/media/CnuleZAUsAEFbRB.jpg,https://pbs.twimg.com/media/CnuleZAUsAEFbRB.jpg,photo,https://t.co/Wq6isTDHzs,pic.twitter.com/Wq6isTDHzs,http://twitter.com/OfficialiNewsTV/status/755379489782181888/photo/1,"{""0"":{""width"":150,""height"":150,""resize"":101},""1"":{""width"":423,""height"":233,""resize"":100},""2"":{""width"":423,""height"":233,""resize"":100},""3"":{""width"":423,""height"":233,""resize"":100}}",image/jpeg,27155,jpg,423,233
143747,helpdesk_dkijakarta,755428428401127424,2016-07-23 13:38:37.014-04,2016-07-19 11:45:47-04,,Ahok_FansClub,2797914048,Ahok FansClub,kemayoran-jakarta,en,RT @JSCLounge: Upaya Pemerintah Provinsi @DKIJakarta Untuk Melakukan Normalisasi Sungai #SmartEnvironment  https://t.co/CW7W4SdDsn https://…,id,t,,,,,,,,,,,,,,,,,,,,,755324659617247232,https://t.co/PHKA6XSIHc,http://pbs.twimg.com/media/CntzxqqUMAAdEXU.jpg,https://pbs.twimg.com/media/CntzxqqUMAAdEXU.jpg,photo,https://t.co/PHKA6XSIHc,pic.twitter.com/PHKA6XSIHc,http://twitter.com/JSCLounge/status/755379433842716672/photo/1,"{""0"":{""width"":150,""height"":150,""resize"":101},""1"":{""width"":680,""height"":481,""resize"":100},""2"":{""width"":1200,""height"":848,""resize"":100},""3"":{""width"":1754,""height"":1240,""resize"":100}}",image/jpeg,231420,jpg,1754,1240
143746,helpdesk_dkijakarta,755437253422292992,2016-07-23 13:38:37.014-04,2016-07-19 12:20:51-04,,LeonardusYap,397228570,Leonardus Budi S,Jakarta,en,Mungkin Koh @basuki_btp dan @DKIJakarta mau mempertimbangkan kembali gaji dan tunjangan mereka? https://t.co/ynnQVnL8HI,id,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143745,helpdesk_dkijakarta,755439857682395136,2016-07-23 13:38:37.014-04,2016-07-19 12:31:12-04,,PPSU_Kelsenen,4216835739,PPSU Kel.Senen,"Senen, Indonesia",en,"RT @DKIJakarta: Jika Warga Jakarta melapor via Qlue, Pemprov DKI akan menindaklanjutinya via CROP. Qlue dan CROP saling integrasi https://t…",id,t,,,,,,,,,,,,,,,,,,,,,753808534836346880,https://t.co/b8WdjlLl27,http://pbs.twimg.com/media/CnYQ3luUAAABcc8.png,https://pbs.twimg.com/media/CnYQ3luUAAABcc8.png,photo,https://t.co/b8WdjlLl27,pic.twitter.com/b8WdjlLl27,http://twitter.com/DKIJakarta/status/753838029660303361/photo/1,"{""0"":{""width"":150,""height"":150,""resize"":101},""1"":{""width"":680,""height"":340,""resize"":100},""2"":{""width"":1200,""height"":600,""resize"":100},""3"":{""width"":2048,""height"":1024,""resize"":100}}",image/png,437799,png,2048,1024
143744,helpdesk_dkijakarta,755444355293286400,2016-07-23 13:38:37.014-04,2016-07-19 12:49:04-04,+07:00,bdmrdn,214579885,'BMardi',"Jakarta, Indonesia",en,@DKIJakarta @basuki_btp baikny sih pak @AnisaBasuki,id,f,747785630642384896,214579885,bdmrdn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143743,helpdesk_dkijakarta,755456363145273348,2016-07-23 13:38:37.014-04,2016-07-19 13:36:47-04,,alfioni_eri,720261925519564800,Alfioni eri,"",en,RT @infojakarta: pict: (@DKIJakarta ) #infojakarta #MRTJakarta https://t.co/ex1KERG1u2,en,t,,,,,,,,,,,,,,,,,,,,,755044395305476097,https://t.co/ex1KERG1u2,http://pbs.twimg.com/media/Cnp04IvVIAEfomC.jpg,https://pbs.twimg.com/media/Cnp04IvVIAEfomC.jpg,photo,https://t.co/ex1KERG1u2,pic.twitter.com/ex1KERG1u2,http://twitter.com/infojakarta/status/755229450116050944/photo/1,"{""0"":{""width"":150,""height"":150,""resize"":101},""1"":{""width"":680,""height"":348,""resize"":100},""2"":{""width"":890,""height"":455,""resize"":100},""3"":{""width"":890,""height"":455,""resize"":100}}",image/jpeg,92447,jpg,890,455
143742,helpdesk_dkijakarta,755462206171455488,2016-07-23 13:38:37.014-04,2016-07-19 14:00:00-04,,wawan2810,754734858711109632,Wawan Suprianto,"Jakarta Selatan, DKI Jakarta",id,RT @infojakarta: pict: (@DKIJakarta ) #infojakarta #MRTJakarta https://t.co/oGUU3oXUCe,en,t,,,,,,,,,,,,,,,,,,,,,755044643927052288,https://t.co/oGUU3oXUCe,http://pbs.twimg.com/media/Cnp1Gm7VUAASvmE.jpg,https://pbs.twimg.com/media/Cnp1Gm7VUAASvmE.jpg,photo,https://t.co/oGUU3oXUCe,pic.twitter.com/oGUU3oXUCe,http://twitter.com/infojakarta/status/755231957856899072/photo/1,"{""0"":{""width"":150,""height"":150,""resize"":101},""1"":{""width"":680,""height"":348,""resize"":100},""2"":{""width"":890,""height"":455,""resize"":100},""3"":{""width"":890,""height"":455,""resize"":100}}",image/jpeg,100170,jpg,890,455
143741,helpdesk_dkijakarta,755480089005953025,2016-07-23 13:38:37.014-04,2016-07-19 15:11:04-04,,EquilaInfo,1124513562,Equilawellnessclub,Indonesia,en,@DKIJakarta @HutamaKarya @waskita_karya @LuvliiJaktim https://t.co/MGiHbRP5O2,und,f,,166014938,DKIJakarta,,,,,,,,,,,,,,,,,,755480038296793088,https://t.co/MGiHbRP5O2,http://pbs.twimg.com/media/CnwBF5WUMAAcoo0.jpg,https://pbs.twimg.com/media/CnwBF5WUMAAcoo0.jpg,photo,https://t.co/MGiHbRP5O2,pic.twitter.com/MGiHbRP5O2,http://twitter.com/EquilaInfo/status/755480089005953025/photo/1,"{""0"":{""width"":150,""height"":150,""resize"":101},""1"":{""width"":510,""height"":680,""resize"":100},""2"":{""width"":900,""height"":1200,""resize"":100},""3"":{""width"":1536,""height"":2048,""resize"":100}}",image/jpeg,166911,jpg,1536,2048
143740,helpdesk_dkijakarta,755534940108836864,2016-07-23 13:38:37.014-04,2016-07-19 18:49:01-04,,hendra_henri,709706387899682816,Henri,"",en,@DKIJakarta look good,en,f,754864240440152064,166014938,DKIJakarta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143739,helpdesk_dkijakarta,755541583609548801,2016-07-23 13:38:37.014-04,2016-07-19 19:15:25-04,+07:00,Topeng_Maskara,232568621,Topeng Maskara,"",id,"@kompascom @rttmchubdat @NTMCLantasPolri @DKIJakarta 3roda khasJkt,gausah jdi 4roda,yg utama tingkatkan kwalitas kndran& lyanan @basuki_btp",id,f,755534695417253888,23343960,kompascom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144864,helpdesk_dkijakarta,755660313027108865,2016-07-25 05:50:15.844-04,2016-07-20 03:07:12-04,+06:00,jalanlayangcmt,3069761761,JL Tendean-Ciledug,South Jakarta,id,PAKET TENDEAN : Setting Gantry ke H18 @BinaMargaDKI @DKIJakarta https://t.co/Mv34P4bFGQ,en,f,,,,,,,,,,,,,,,,,,,,,755660292827340802,https://t.co/Mv34P4bFGQ,http://pbs.twimg.com/media/CnylCFzXYAI74pL.jpg,https://pbs.twimg.com/media/CnylCFzXYAI74pL.jpg,photo,https://t.co/Mv34P4bFGQ,pic.twitter.com/Mv34P4bFGQ,http://twitter.com/jalanlayangcmt/status/755660313027108865/photo/1,"{""0"":{""width"":150,""height"":150,""resize"":101},""1"":{""width"":680,""height"":680,""resize"":100},""2"":{""width"":720,""height"":720,""resize"":100},""3"":{""width"":720,""height"":720,""resize"":100}}",image/jpeg,74741,jpg,720,720
